institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
San Diego State University,Emerald,Unclassified,2014,1 year,"$2,810 ",R2 (Doctoral Universities – High research activity),34888,Freedom of Information Request,,,2810,2163,2810,1.61237E+12,2021-02-03 1718.00,GDYc69nk4s3BTqf5X
San Francisco State University,Emerald,Unclassified,2014,1 year,"$11,854 ",D/PU (Doctoral/Professional Universities),29022,Freedom of Information Request,,,11854,9127,11854,1.61237E+12,2021-02-03 1718.00,QehdBsJkLRNYBBWaT
San Francisco State University,Oxford University Press (OUP),Unclassified,2014,1 year,"$20,399 ",D/PU (Doctoral/Professional Universities),29022,Freedom of Information Request,,,20399,15707,20399,1.61237E+12,2021-02-03 1718.00,AYB8fhQicpjjLKrng
Sonoma State University,American Chemical Society (ACS),Unclassified,2014,1 year,"$24,422 ",M1 (Master's Colleges and Universities – Larger programs),9834,Freedom of Information Request,,,24422,18804,24422,1.61237E+12,2021-02-03 1718.00,QGmLryHpyCwuG55CQ
Stanford University,Springer Nature,Unclassified,2014,1 year,"$637,273 ",R1 (Doctoral Universities – Highest Research Activity),32322,Freedom of Information Request,,,637273,490700,637273,1.61237E+12,2021-02-03 1718.00,vG72uqsGc6uWqzroX
Stetson University,Oxford University Press (OUP),Unclassified,2014,1 year,"$8,122 ",M2 (Master's Colleges and Universities – Medium programs),5046,Freedom of Information Request,,,8122,6253,8122,1.61237E+12,2021-02-03 1718.00,QZEkRefWQyJg3k9zR
Stetson University,Wiley,Unclassified,2014,1 year,"$42,749 ",M2 (Master's Colleges and Universities – Medium programs),5046,Freedom of Information Request,,,42749,32916,42749,1.61237E+12,2021-02-03 1718.00,SdZDXzD2bAGeRAqd9
Suffolk University,Oxford University Press (OUP),Unclassified,2014,1 year,"$13,604 ",D/PU (Doctoral/Professional Universities),7442,Freedom of Information Request,,,13604,10475,13604,1.61237E+12,2021-02-03 1718.00,uzhJj5Pv5oENNbQT3
SUNY College of Environmental Science and Forestry,Wiley,Unclassified,2014,1 year,"$172,190 ",D/PU (Doctoral/Professional Universities),2474,Freedom of Information Request,,,172190,132586,172190,1.61237E+12,2021-02-03 1718.00,2Eov6ibu2aJNLvLTn
SUNY Stony Brook,Springer Nature,Unclassified,2014,1 year,"$685,134 ",R1 (Doctoral Universities – Highest Research Activity),27924,Freedom of Information Request,,,685134,527553,685134,1.61237E+12,2021-02-03 1718.00,sXRDsG73TeBNGmYgM
SUNY Stony Brook,Wiley,Unclassified,2014,1 year,"$953,663 ",R1 (Doctoral Universities – Highest Research Activity),27924,Freedom of Information Request,,,953663,734320,953663,1.61237E+12,2021-02-03 1718.00,DeSHzmcxjz3muP3ba
Syracuse University,Elsevier,ScienceDirect - Freedom Collection,2014,1 year,"$929,244 ",R1 (Doctoral Universities – Highest Research Activity),25303,Freedom of Information Request,,,929244,715517,929244,1.61237E+12,2021-02-03 1718.00,97jJtRzJmGPqx7Yug
Syracuse University,Oxford University Press (OUP),Unclassified,2014,1 year,"$71,099 ",R1 (Doctoral Universities – Highest Research Activity),25303,Freedom of Information Request,,,71099,54746,71099,1.61237E+12,2021-02-03 1718.00,64PLPPB38zTSLZNrg
Temple University,Sage,Unclassified,2014,1 year,"$177,555 ",R1 (Doctoral Universities – Highest Research Activity),43985,Freedom of Information Request,,,177555,136717,177555,1.61237E+12,2021-02-03 1718.00,kT5gJasiyNnDpk2hm
Tufts University,Cambridge University Press (CUP),Unclassified,2014,1 year,"$54,142 ",R1 (Doctoral Universities – Highest Research Activity),15351,Freedom of Information Request,,,54142,41689,54142,1.61237E+12,2021-02-03 1718.00,ymGFdRhf8pubibdcq
Tuskegee University,Elsevier,Unclassified,2010,1 year,"$59,454 ",M3 (Master's Colleges and Universities – Smaller programs),3806,Freedom of Information Request,,,59454,45779,59454,1.61237E+12,2021-02-03 1718.00,FXxjweu44RPrTSbJa
Tuskegee University,Elsevier,Unclassified,2014,1 year,"$82,590 ",M3 (Master's Colleges and Universities – Smaller programs),3806,Freedom of Information Request,,,82590,63594,82590,1.61237E+12,2021-02-03 1718.00,doty5zWyLrKKHXhPB
University of Alabama Huntsville,Elsevier,Unclassified,2012,1 year,"$64,375 ",R2 (Doctoral Universities – High research activity),8998,Freedom of Information Request,,,64375,49568,64375,1.61237E+12,2021-02-03 1718.00,ePXXrbb8yPvvEoPep
University of Alabama Huntsville,Elsevier,Unclassified,2013,1 year,"$67,593 ",R2 (Doctoral Universities – High research activity),8998,Freedom of Information Request,,,67593,52046,67593,1.61237E+12,2021-02-03 1718.00,taFwnXp5Danza7YwM
"University of Alaska, Anchorage",Elsevier,ScienceDirect - Freedom Collection,2014,1 year,"$117,377 ",M1 (Master's Colleges and Universities – Larger programs),12420,Freedom of Information Request,,,117377,90380,117377,1.61237E+12,2021-02-03 1718.00,okFWKeJN3FAv7Hzhu
"University of Alaska, Fairbanks",Elsevier,Unclassified,2011,1 year,"$291,553 ",R2 (Doctoral Universities – High research activity),7143,Freedom of Information Request,,,291553,224495,291553,1.61237E+12,2021-02-03 1718.00,ssrhdbWvcnQvPT7ty
University of Arizona,Emerald,Unclassified,2014,1 year,"$37,153 ",R1 (Doctoral Universities – Highest Research Activity),49646,Freedom of Information Request,,,37153,28607,37153,1.61237E+12,2021-02-03 1718.00,DB2BtrQdoodaYprw7
University of Arizona,Oxford University Press (OUP),Unclassified,2014,1 year,"$109,091 ",R1 (Doctoral Universities – Highest Research Activity),49646,Freedom of Information Request,,,109091,84000,109091,1.61237E+12,2021-02-03 1718.00,utryvFqaJNkyWM7qQ
University of Arizona,Sage,Unclassified,2014,1 year,"$160,822 ",R1 (Doctoral Universities – Highest Research Activity),49646,Freedom of Information Request,,,160822,123832,160822,1.61237E+12,2021-02-03 1718.00,Buj4jW3K7za3rJdjj
University of Central Florida,Cambridge University Press (CUP),Unclassified,2014,1 year,"$41,749 ",R1 (Doctoral Universities – Highest Research Activity),58702,Freedom of Information Request,,,41749,32146,41749,1.61237E+12,2021-02-03 1718.00,xroY6etjwujjT3WHT
University of Central Florida,Taylor & Francis,Unclassified,2014,1 year,"$418,042 ",R1 (Doctoral Universities – Highest Research Activity),58702,Freedom of Information Request,,,418042,321892,418042,1.61237E+12,2021-02-03 1718.00,tL3LGfCZeSdRKBAya
University of Cincinnati,American Chemical Society (ACS),Unclassified,2014,1 year,"$57,968 ",R1 (Doctoral Universities – Highest Research Activity),38322,Freedom of Information Request,,,57968,44635,57968,1.61237E+12,2021-02-03 1718.00,8Q6Jf8rvbT9AnNR39
University of Colorado Health Sciences,Elsevier,Unclassified,2008,1 year,"$442,632 ",N/A,,Freedom of Information Request,,,442632,340826,442632,1.61237E+12,2021-02-03 1718.00,4fM9xLAMWza3ufZqJ
University of Colorado Health Sciences,Elsevier,Unclassified,2010,1 year,"$488,002 ",N/A,,Freedom of Information Request,,,488002,375761,488002,1.61237E+12,2021-02-03 1718.00,Qd5MTvdsPLKhWatvx
University of Connecticut,Cambridge University Press (CUP),Unclassified,2014,1 year,"$73,702 ",R1 (Doctoral Universities – Highest Research Activity),34089,Freedom of Information Request,,,73702,56750,73702,1.61237E+12,2021-02-03 1718.00,PtpD9Phb7SNCp8gcY
University of Connecticut,Elsevier,ScienceDirect - Freedom Collection,2016,1 year,"$1,889,286 ",R1 (Doctoral Universities – Highest Research Activity),34089,Freedom of Information Request,,,1889286,1454750,1889286,1.61237E+12,2021-02-03 1718.00,zEMHsDzqos6caCyix
University of Dayton,American Chemical Society (ACS),Unclassified,2014,1 year,"$33,346 ",R2 (Doctoral Universities – High research activity),12960,Freedom of Information Request,,,33346,25676,33346,1.61237E+12,2021-02-03 1718.00,u5NvmL9NgrsxiaTWZ
University of Delaware,Cambridge University Press (CUP),Unclassified,2014,1 year,"$63,073 ",R1 (Doctoral Universities – Highest Research Activity),26905,Freedom of Information Request,,,63073,48566,63073,1.61237E+12,2021-02-03 1718.00,yTwfKRjJCqFbst2YL
University of Delaware,Elsevier,ScienceDirect - Freedom Collection,2014,1 year,"$1,763,049 ",R1 (Doctoral Universities – Highest Research Activity),26905,Freedom of Information Request,,,1763049,1357547,1763049,1.61237E+12,2021-02-03 1718.00,x6kHCs4B6HQTqeRjW
University of Findlay,Springer Nature,Unclassified,2014,1 year,"$3,685 ",M1 (Master's Colleges and Universities – Larger programs),4518,Freedom of Information Request,,,3685,2837,3685,1.61237E+12,2021-02-03 1718.00,oW7sXJv6dugvjJWGk
University of Florida,Oxford University Press (OUP),Unclassified,2014,1 year,"$107,594 ",R1 (Doctoral Universities – Highest Research Activity),61616,Freedom of Information Request,,,107594,82847,107594,1.61237E+12,2021-02-03 1718.00,YydRpPW34FhdRbyse
University of Idaho,Elsevier,ScienceDirect - Freedom Collection,2009,1 year,"$750,808 ",R2 (Doctoral Universities – High research activity),12404,Freedom of Information Request,,,750808,578122,750808,1.61237E+12,2021-02-03 1718.00,nfLQNySj2HiMpP8Nx
University of Idaho,Elsevier,ScienceDirect - Freedom Collection,2010,1 year,"$789,748 ",R2 (Doctoral Universities – High research activity),12404,Freedom of Information Request,,,789748,608105,789748,1.61237E+12,2021-02-03 1718.00,JaAyD6sbt39KZ9XwH
University of Idaho,Elsevier,ScienceDirect - Freedom Collection,2011,1 year,"$829,235 ",R2 (Doctoral Universities – High research activity),12404,Freedom of Information Request,,,829235,638510,829235,1.61237E+12,2021-02-03 1718.00,uP4RgTi9x7kbkiqMG
University of Idaho,American Chemical Society (ACS),Unclassified,2014,1 year,"$77,196 ",R2 (Doctoral Universities – High research activity),12404,Freedom of Information Request,,,77196,59440,77196,1.61237E+12,2021-02-03 1718.00,gKMqr9X5ZcqRsgJqd
University of Illinois Chicago,American Chemical Society (ACS),Unclassified,2014,1 year,"$80,432 ",R1 (Doctoral Universities – Highest Research Activity),39005,Freedom of Information Request,,,80432,61932,80432,1.61237E+12,2021-02-03 1718.00,dM5wd5tEJpxCYNosT
University of Illinois Chicago,Wiley,Unclassified,2014,1 year,"$839,732 ",R1 (Doctoral Universities – Highest Research Activity),39005,Freedom of Information Request,,,839732,646593,839732,1.61237E+12,2021-02-03 1718.00,52aDZ53oe6c3LfnuB
University of Iowa,Springer Nature,Unclassified,2014,1 year,"$647,637 ",R1 (Doctoral Universities – Highest Research Activity),38276,Freedom of Information Request,,,647637,498680,647637,1.61237E+12,2021-02-03 1718.00,ry7uq53qwkgzE4MBg
University of Kansas,Elsevier,ScienceDirect - Freedom Collection,2010,1 year,"$1,247,123 ",R1 (Doctoral Universities – Highest Research Activity),32787,Freedom of Information Request,,,1247123,960284,1247123,1.61237E+12,2021-02-03 1718.00,YKqcuxE572pfR8ocG
University of Kansas,Springer Nature,Unclassified,2014,1 year,"$425,196 ",R1 (Doctoral Universities – Highest Research Activity),32787,Freedom of Information Request,,,425196,327400,425196,1.61237E+12,2021-02-03 1718.00,Pj29ZfX8djP3kQdXc
University of Kansas,Elsevier,ScienceDirect - Freedom Collection,2015,1 year,"$1,422,502 ",R1 (Doctoral Universities – Highest Research Activity),32787,Freedom of Information Request,,,1422502,1095326,1422502,1.61237E+12,2021-02-03 1718.00,cjn32mXHa5NaL8wvd
University of Maine Orono,American Chemical Society (ACS),Unclassified,2014,1 year,"$60,732 ",R2 (Doctoral Universities – High research activity),12188,Freedom of Information Request,,,60732,46763,60732,1.61237E+12,2021-02-03 1718.00,6hJcaWHLEsTfvHTxX
University of Maine Orono,Springer Nature,Unclassified,2014,1 year,"$387,609 ",R2 (Doctoral Universities – High research activity),12188,Freedom of Information Request,,,387609,298458,387609,1.61237E+12,2021-02-03 1718.00,CiCvHB9ehuYK4YpS3
University of Massachusetts Boston,American Chemical Society (ACS),Unclassified,2014,1 year,"$38,935 ",R2 (Doctoral Universities – High research activity),15069,Freedom of Information Request,,,38935,29979,38935,1.61237E+12,2021-02-03 1718.00,4FQoqP8kMCGQMD9gF
University of Miami,Oxford University Press (OUP),Unclassified,2014,1 year,"$132,814 ",R1 (Doctoral Universities – Highest Research Activity),27633,Freedom of Information Request,,,132814,102266,132814,1.61237E+12,2021-02-03 1718.00,H6rzRdL66mM6ddJvM
University of Miami,Springer Nature,Unclassified,2014,1 year,"$245,054 ",R1 (Doctoral Universities – Highest Research Activity),27633,Freedom of Information Request,,,245054,188691,245054,1.61237E+12,2021-02-03 1718.00,xPiheE9ZQc8v5YNwj
University of Miami,Springer Nature,Unclassified,2014,1 year,"$651,108 ",R1 (Doctoral Universities – Highest Research Activity),27633,Freedom of Information Request,,,651108,501353,651108,1.61237E+12,2021-02-03 1718.00,kaCmFwkazcX3A7zBR
University of Michigan,Elsevier,Unclassified,2007,1 year,"$1,927,307 ",R1 (Doctoral Universities – Highest Research Activity),66254,Freedom of Information Request,,,1927307,1484026,1927307,1.61237E+12,2021-02-03 1718.00,izSSj2sZ7jLAr8ejp
University of Michigan,Elsevier,Unclassified,2014,1 year,"$2,567,125 ",R1 (Doctoral Universities – Highest Research Activity),66254,Freedom of Information Request,,,2567125,1976686,2567125,1.61237E+12,2021-02-03 1718.00,Lx5i39PuHJCcJTMNE
University of Michigan,Emerald,Unclassified,2014,1 year,"$32,136 ",R1 (Doctoral Universities – Highest Research Activity),66254,Freedom of Information Request,,,32136,24744,32136,1.61237E+12,2021-02-03 1718.00,evnKqsnszzJSvh58Z
University of Michigan,Springer Nature,Unclassified,2014,1 year,"$1,108,774 ",R1 (Doctoral Universities – Highest Research Activity),66254,Freedom of Information Request,,,1108774,853755,1108774,1.61237E+12,2021-02-03 1718.00,w343Fayundb3caGpW
University of Minnesota,Springer Nature,Unclassified,2014,1 year,"$854,519 ",R1 (Doctoral Universities – Highest Research Activity),61157,Freedom of Information Request,,,854519,657979,854519,1.61237E+12,2021-02-03 1718.00,fMAZikxuKojJQ8Rwf
University of Minnesota Duluth,Wiley,Unclassified,2014,1 year,"$129,170 ",M1 (Master's Colleges and Universities – Larger programs),11705,Freedom of Information Request,,,129170,99460,129170,1.61237E+12,2021-02-03 1718.00,JyByhqwAzDBAfWoAH
University of Mississippi,Elsevier,Unclassified,2008,1 year,"$702,193 ",R1 (Doctoral Universities – Highest Research Activity),33568,Freedom of Information Request,,,702193,540688,702193,1.61237E+12,2021-02-03 1718.00,ac6XDCaW7CBnpfqDg
University of Mississippi,Elsevier,Unclassified,2011,1 year,"$785,145 ",R1 (Doctoral Universities – Highest Research Activity),33568,Freedom of Information Request,,,785145,604561,785145,1.61237E+12,2021-02-03 1718.00,cJnBNfQ3yCsXZ7Yt9
University of Mississippi,Elsevier,Unclassified,2013,1 year,"$895,622 ",R1 (Doctoral Universities – Highest Research Activity),33568,Freedom of Information Request,,,895622,689628,895622,1.61237E+12,2021-02-03 1718.00,DjjjChnhEkpzYJYC7
University of Montana,Elsevier,ScienceDirect - Freedom Collection,2013,1 year,"$591,617 ",R2 (Doctoral Universities – High research activity),11940,Freedom of Information Request,,,591617,455545,591617,1.61237E+12,2021-02-03 1718.00,PCx3aDsEtj7RwpAi2
University of Montana,Elsevier,ScienceDirect - Freedom Collection,2014,1 year,"$621,198 ",R2 (Doctoral Universities – High research activity),11940,Freedom of Information Request,,,621198,478322,621198,1.61237E+12,2021-02-03 1718.00,nhhQabvvqS9HzFazQ
University of Nevada Reno,Wiley,Unclassified,2014,1 year,"$407,081 ",R2 (Doctoral Universities – High research activity),22307,Freedom of Information Request,,,407081,313452,407081,1.61237E+12,2021-02-03 1718.00,RajhMQRE3tQYP5eok
University of New Hampshire,Springer Nature,Unclassified,2014,1 year,"$344,227 ",R2 (Doctoral Universities – High research activity),17538,Freedom of Information Request,,,344227,265054,344227,1.61237E+12,2021-02-03 1718.00,iPpmxY7oiM6RPMga7
University of New Hampshire,Wiley,Unclassified,2014,1 year,"$567,815 ",R2 (Doctoral Universities – High research activity),17538,Freedom of Information Request,,,567815,437217,567815,1.61237E+12,2021-02-03 1718.00,39vdgRFdFbe6Y7vib
University of New Mexico,Elsevier,Unclassified,2010,1 year,"$347,497 ",R1 (Doctoral Universities – Highest Research Activity),28319,Freedom of Information Request,,,347497,267572,347497,1.61237E+12,2021-02-03 1718.00,HP9wH9zRLy5XXAm7y
University of New Mexico,American Chemical Society (ACS),Unclassified,2014,1 year,"$82,964 ",R1 (Doctoral Universities – Highest Research Activity),28319,Freedom of Information Request,,,82964,63882,82964,1.61237E+12,2021-02-03 1718.00,R8GP8QE5tFCJTyHWH
University of New Mexico,Elsevier,Unclassified,2014,1 year,"$447,123 ",R1 (Doctoral Universities – Highest Research Activity),28319,Freedom of Information Request,,,447123,344284,447123,1.61237E+12,2021-02-03 1718.00,uXRmMLnPmpGnSWhNT
